timestamp,unix_time,experiment_id,step,loss,morris_bits
2025-07-29T21:26:50.194431,1753838810.194456,morris_exp_20250729_212646_414d3492,300,0.6934232131640117,0.0
2025-07-29T21:26:53.454109,1753838813.454132,morris_exp_20250729_212646_414d3492,600,0.6932736682891846,0.0
2025-07-29T21:26:53.502709,1753838813.5027158,morris_exp_20250729_212646_414d3492,600,0.0,77099.03618205598
2025-07-29T21:26:53.503319,1753838813.5033228,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18900.963817944023, 'morris_memorization_bits': 77099.03618205598, 'model_parameters': 27072, 'bits_per_parameter': 2.8479253908856377, 'bits_per_token': 4.015574801148749, 'memorization_fraction': 0.8031149602297498, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 600, 'timestamp': 1753838813.502699}",morris_exp_20250729_212646_414d3492
2025-07-29T21:26:56.638500,1753838816.638509,morris_exp_20250729_212646_414d3492,900,0.6931213168303172,0.0
2025-07-29T21:26:59.817697,1753838819.817718,morris_exp_20250729_212646_414d3492,1200,0.6931090986728669,0.0
2025-07-29T21:26:59.849945,1753838819.849953,morris_exp_20250729_212646_414d3492,1200,0.0,77104.58242167057
2025-07-29T21:26:59.850632,1753838819.850635,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18895.417578329434, 'morris_memorization_bits': 77104.58242167057, 'model_parameters': 27072, 'bits_per_parameter': 2.84813026084776, 'bits_per_token': 4.015863667795342, 'memorization_fraction': 0.8031727335590684, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 1200, 'timestamp': 1753838819.8499331}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:03.216775,1753838823.216785,morris_exp_20250729_212646_414d3492,1500,0.6930277099212011,0.0
2025-07-29T21:27:06.319549,1753838826.319558,morris_exp_20250729_212646_414d3492,1800,0.6929798738161723,0.0
2025-07-29T21:27:06.351633,1753838826.35164,morris_exp_20250729_212646_414d3492,1800,0.0,77109.99481750696
2025-07-29T21:27:06.352757,1753838826.352761,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18890.00518249305, 'morris_memorization_bits': 77109.99481750696, 'model_parameters': 27072, 'bits_per_parameter': 2.848330186816894, 'bits_per_token': 4.016145563411821, 'memorization_fraction': 0.8032291126823642, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 1800, 'timestamp': 1753838826.3516228}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:09.441384,1753838829.44141,morris_exp_20250729_212646_414d3492,2100,0.6929288065433502,0.0
2025-07-29T21:27:12.733268,1753838832.733454,morris_exp_20250729_212646_414d3492,2400,0.6928723351160685,0.0
2025-07-29T21:27:12.769674,1753838832.769682,morris_exp_20250729_212646_414d3492,2400,0.0,77113.56765388904
2025-07-29T21:27:12.770367,1753838832.7703722,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18886.432346110967, 'morris_memorization_bits': 77113.56765388904, 'model_parameters': 27072, 'bits_per_parameter': 2.848462162156067, 'bits_per_token': 4.016331648640054, 'memorization_fraction': 0.8032663297280108, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 2400, 'timestamp': 1753838832.7696629}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:16.095887,1753838836.095913,morris_exp_20250729_212646_414d3492,2700,0.6927832724650701,0.0
2025-07-29T21:27:19.434680,1753838839.434703,morris_exp_20250729_212646_414d3492,3000,0.6926740783452988,0.0
2025-07-29T21:27:19.474415,1753838839.474422,morris_exp_20250729_212646_414d3492,3000,0.0,77128.3816065382
2025-07-29T21:27:19.475092,1753838839.475096,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18871.6183934618, 'morris_memorization_bits': 77128.3816065382, 'model_parameters': 27072, 'bits_per_parameter': 2.8490093678538044, 'bits_per_token': 4.0171032086738645, 'memorization_fraction': 0.8034206417347729, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 3000, 'timestamp': 1753838839.474404}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:22.627568,1753838842.627581,morris_exp_20250729_212646_414d3492,3300,0.6923556743065516,0.0
2025-07-29T21:27:25.784752,1753838845.7847621,morris_exp_20250729_212646_414d3492,3600,0.6919667571783066,0.0
2025-07-29T21:27:25.816855,1753838845.8168619,morris_exp_20250729_212646_414d3492,3600,0.0,77161.7900702402
2025-07-29T21:27:25.817750,1753838845.817754,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18838.209929759807, 'morris_memorization_bits': 77161.7900702402, 'model_parameters': 27072, 'bits_per_parameter': 2.850243427535468, 'bits_per_token': 4.01884323282501, 'memorization_fraction': 0.803768646565002, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 3600, 'timestamp': 1753838845.816844}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:28.999544,1753838848.999578,morris_exp_20250729_212646_414d3492,3900,0.6916246658563614,0.0
2025-07-29T21:27:32.275811,1753838852.27582,morris_exp_20250729_212646_414d3492,4200,0.6912119396527608,0.0
2025-07-29T21:27:32.312836,1753838852.312844,morris_exp_20250729_212646_414d3492,4200,0.0,77176.442265639
2025-07-29T21:27:32.313567,1753838852.313571,"{'theoretical_entropy_bits': 96000.0, 'conditional_entropy_bits': 18823.557734361013, 'morris_memorization_bits': 77176.442265639, 'model_parameters': 27072, 'bits_per_parameter': 2.850784658157469, 'bits_per_token': 4.019606368002031, 'memorization_fraction': 0.8039212736004062, 'total_tokens': 19200, 'dataset_size': 300, 'evaluation_device': 'mps', 'training_step': 4200, 'timestamp': 1753838852.3128252}",morris_exp_20250729_212646_414d3492
2025-07-29T21:27:35.616533,1753838855.6165671,morris_exp_20250729_212646_414d3492,4500,0.6906784762938817,0.0
2025-07-29T21:27:38.767366,1753838858.76738,morris_exp_20250729_212646_414d3492,4800,0.6901853247483571,0.0
2025-07-29T21:27:38.798779,1753838858.7987862,morris_exp_20250729_212646_414d3492,4800,0.0,77231.3522039793
