timestamp,unix_time,experiment_id,step,loss,morris_bits
2025-07-29T20:27:13.488217,1753835233.488248,morris_exp_20250729_202711_71bdcb92,100,0.6934299498796463,0.0
2025-07-29T20:27:15.444869,1753835235.444897,morris_exp_20250729_202711_71bdcb92,200,0.6925092703104019,0.0
2025-07-29T20:27:15.500841,1753835235.500849,morris_exp_20250729_202711_71bdcb92,200,0.0,79.62892937651304
2025-07-29T20:27:15.501444,1753835235.501448,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6320.371070623487, 'morris_memorization_bits': 79.62892937651304, 'model_parameters': 202112, 'bits_per_parameter': 0.00039398417400507164, 'bits_per_token': 0.012442020215080164, 'memorization_fraction': 0.012442020215080164, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 200, 'timestamp': 1753835235.5008278}",morris_exp_20250729_202711_71bdcb92
2025-07-29T20:27:17.329042,1753835237.32905,morris_exp_20250729_202711_71bdcb92,300,0.6916271227598191,0.0
2025-07-29T20:27:19.122235,1753835239.1222432,morris_exp_20250729_202711_71bdcb92,400,0.6902345108985901,0.0
2025-07-29T20:27:19.142734,1753835239.142739,morris_exp_20250729_202711_71bdcb92,400,0.0,72.02107731572232
2025-07-29T20:27:19.143213,1753835239.1432161,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6327.978922684278, 'morris_memorization_bits': 72.02107731572232, 'model_parameters': 202112, 'bits_per_parameter': 0.0003563424107213937, 'bits_per_token': 0.011253293330581613, 'memorization_fraction': 0.011253293330581613, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 400, 'timestamp': 1753835239.1427252}",morris_exp_20250729_202711_71bdcb92
2025-07-29T20:27:20.946962,1753835240.946972,morris_exp_20250729_202711_71bdcb92,500,0.6873701727390289,0.0
2025-07-29T20:27:22.842103,1753835242.842121,morris_exp_20250729_202711_71bdcb92,600,0.6839858639240265,0.0
2025-07-29T20:27:22.865238,1753835242.865244,morris_exp_20250729_202711_71bdcb92,600,0.0,2.2065115692566906
2025-07-29T20:27:22.868830,1753835242.868835,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6397.793488430743, 'morris_memorization_bits': 2.2065115692566906, 'model_parameters': 202112, 'bits_per_parameter': 1.0917271459669344e-05, 'bits_per_token': 0.0003447674326963579, 'memorization_fraction': 0.0003447674326963579, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 600, 'timestamp': 1753835242.865227}",morris_exp_20250729_202711_71bdcb92
2025-07-29T20:27:24.738932,1753835244.738944,morris_exp_20250729_202711_71bdcb92,700,0.6798709964752198,0.0
2025-07-29T20:27:26.610947,1753835246.610958,morris_exp_20250729_202711_71bdcb92,800,0.6760497385263443,0.0
2025-07-29T20:27:26.628661,1753835246.628669,morris_exp_20250729_202711_71bdcb92,800,0.0,0.0
2025-07-29T20:27:26.629525,1753835246.629528,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6482.296902518555, 'morris_memorization_bits': 0.0, 'model_parameters': 202112, 'bits_per_parameter': 0.0, 'bits_per_token': 0.0, 'memorization_fraction': 0.0, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 800, 'timestamp': 1753835246.628651}",morris_exp_20250729_202711_71bdcb92
2025-07-29T20:27:28.485344,1753835248.485352,morris_exp_20250729_202711_71bdcb92,900,0.6734256106615066,0.0
2025-07-29T20:27:30.371541,1753835250.3715851,morris_exp_20250729_202711_71bdcb92,1000,0.6720234405994415,0.0
2025-07-29T20:27:30.392125,1753835250.392132,morris_exp_20250729_202711_71bdcb92,1000,0.0,0.0
2025-07-29T20:27:30.392807,1753835250.3928099,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6509.947618214344, 'morris_memorization_bits': 0.0, 'model_parameters': 202112, 'bits_per_parameter': 0.0, 'bits_per_token': 0.0, 'memorization_fraction': 0.0, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 1000, 'timestamp': 1753835250.392113}",morris_exp_20250729_202711_71bdcb92
