timestamp,unix_time,experiment_id,step,loss,morris_bits
2025-07-29T20:28:12.947435,1753835292.9474711,morris_exp_20250729_202809_8951fb67,100,0.6938977748155594,0.0
2025-07-29T20:28:16.719626,1753835296.7196429,morris_exp_20250729_202809_8951fb67,200,0.6927754628658295,0.0
2025-07-29T20:28:16.828774,1753835296.8287842,morris_exp_20250729_202809_8951fb67,200,0.0,94.14868987897717
2025-07-29T20:28:16.829595,1753835296.8296,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6305.851310121023, 'morris_memorization_bits': 94.14868987897717, 'model_parameters': 1191680, 'bits_per_parameter': 7.900500963260033e-05, 'bits_per_token': 0.014710732793590182, 'memorization_fraction': 0.014710732793590182, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 200, 'timestamp': 1753835296.8287601}",morris_exp_20250729_202809_8951fb67
2025-07-29T20:28:20.951455,1753835300.951497,morris_exp_20250729_202809_8951fb67,300,0.6921652001142502,0.0
2025-07-29T20:28:25.033270,1753835305.03328,morris_exp_20250729_202809_8951fb67,400,0.6886021453142166,0.0
2025-07-29T20:28:25.084423,1753835305.084432,morris_exp_20250729_202809_8951fb67,400,0.0,33.378991679127466
2025-07-29T20:28:25.085241,1753835305.085248,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6366.6210083208725, 'morris_memorization_bits': 33.378991679127466, 'model_parameters': 1191680, 'bits_per_parameter': 2.801002926887039e-05, 'bits_per_token': 0.005215467449863667, 'memorization_fraction': 0.005215467449863667, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 400, 'timestamp': 1753835305.0844102}",morris_exp_20250729_202809_8951fb67
2025-07-29T20:28:29.348215,1753835309.3482618,morris_exp_20250729_202809_8951fb67,500,0.6816994374990464,0.0
2025-07-29T20:28:33.917920,1753835313.91796,morris_exp_20250729_202809_8951fb67,600,0.6720154476165772,0.0
2025-07-29T20:28:33.971886,1753835313.9718962,morris_exp_20250729_202809_8951fb67,600,0.0,0.0
2025-07-29T20:28:33.972730,1753835313.972734,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6560.585650596795, 'morris_memorization_bits': 0.0, 'model_parameters': 1191680, 'bits_per_parameter': 0.0, 'bits_per_token': 0.0, 'memorization_fraction': 0.0, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 600, 'timestamp': 1753835313.971873}",morris_exp_20250729_202809_8951fb67
2025-07-29T20:28:38.419271,1753835318.419297,morris_exp_20250729_202809_8951fb67,700,0.6620153105258941,0.0
2025-07-29T20:28:42.947202,1753835322.947212,morris_exp_20250729_202809_8951fb67,800,0.6531946933269501,0.0
2025-07-29T20:28:43.006362,1753835323.006376,morris_exp_20250729_202809_8951fb67,800,0.0,0.0
2025-07-29T20:28:43.007455,1753835323.007461,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6784.700166892284, 'morris_memorization_bits': 0.0, 'model_parameters': 1191680, 'bits_per_parameter': 0.0, 'bits_per_token': 0.0, 'memorization_fraction': 0.0, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 800, 'timestamp': 1753835323.006346}",morris_exp_20250729_202809_8951fb67
2025-07-29T20:28:47.555821,1753835327.5559602,morris_exp_20250729_202809_8951fb67,900,0.6443119233846665,0.0
2025-07-29T20:28:52.065866,1753835332.065877,morris_exp_20250729_202809_8951fb67,1000,0.6386088442802429,0.0
2025-07-29T20:28:52.120962,1753835332.120972,morris_exp_20250729_202809_8951fb67,1000,0.0,0.0
2025-07-29T20:28:52.121851,1753835332.121855,"{'theoretical_entropy_bits': 6400.0, 'conditional_entropy_bits': 6801.1566776846985, 'morris_memorization_bits': 0.0, 'model_parameters': 1191680, 'bits_per_parameter': 0.0, 'bits_per_token': 0.0, 'memorization_fraction': 0.0, 'total_tokens': 6400, 'dataset_size': 100, 'evaluation_device': 'mps', 'training_step': 1000, 'timestamp': 1753835332.120949}",morris_exp_20250729_202809_8951fb67
