timestamp,unix_time,experiment_id,step,loss,morris_bits
2025-07-29T21:16:45.271598,1753838205.27162,morris_exp_20250729_211642_47dc2fe3,200,0.6919592463970184,0.0
2025-07-29T21:16:47.306897,1753838207.306908,morris_exp_20250729_211642_47dc2fe3,400,0.6854311373829841,0.0
2025-07-29T21:16:48.416414,1753838208.4164228,morris_exp_20250729_211642_47dc2fe3,500,0.0,9775.286205903294
2025-07-29T21:16:48.418223,1753838208.418228,"{'theoretical_entropy_bits': 12800.0, 'conditional_entropy_bits': 3024.7137940967054, 'morris_memorization_bits': 9775.286205903294, 'model_parameters': 27072, 'bits_per_parameter': 0.36108474460340184, 'bits_per_token': 3.0547769393447792, 'memorization_fraction': 0.7636942348361948, 'total_tokens': 3200, 'dataset_size': 50, 'evaluation_device': 'mps', 'training_step': 500, 'timestamp': 1753838208.416401}",morris_exp_20250729_211642_47dc2fe3
2025-07-29T21:16:49.458645,1753838209.458653,morris_exp_20250729_211642_47dc2fe3,600,0.6677568984031678,0.0
2025-07-29T21:16:51.693094,1753838211.693242,morris_exp_20250729_211642_47dc2fe3,800,0.6469930937886238,0.0
2025-07-29T21:16:53.715187,1753838213.715195,morris_exp_20250729_211642_47dc2fe3,1000,0.6259844124317169,0.0
2025-07-29T21:16:53.725271,1753838213.725277,morris_exp_20250729_211642_47dc2fe3,1000,0.0,10024.295598904035
2025-07-29T21:16:53.725799,1753838213.725802,"{'theoretical_entropy_bits': 12800.0, 'conditional_entropy_bits': 2775.7044010959653, 'morris_memorization_bits': 10024.295598904035, 'model_parameters': 27072, 'bits_per_parameter': 0.37028278660254266, 'bits_per_token': 3.132592374657511, 'memorization_fraction': 0.7831480936643778, 'total_tokens': 3200, 'dataset_size': 50, 'evaluation_device': 'mps', 'training_step': 1000, 'timestamp': 1753838213.725263}",morris_exp_20250729_211642_47dc2fe3
2025-07-29T21:16:55.812286,1753838215.812299,morris_exp_20250729_211642_47dc2fe3,1200,0.6130127513408661,0.0
